id,skill,group,conceptType,reuse,priority,aliases
ESCO-CR-1739,planificación de render,ingenieria_construccion,skill/competence,transversal,3,planificación de render; render; render arquitectura; planificación de arquitectura; arquitectura
ESCO-CR-1740,planificación de ms project,proyectos,skill/competence,sector-specific,4,planificación de ms project; ms project; ms project gestión de proyectos; planificación de gestión de proyectos; gestión de proyectos
ESCO-CR-1741,planificación de supervisor,proyectos,knowledge,cross-sector,3,planificación de supervisor; supervisor; supervisor gerencia; planificación de gerencia; gerencia
ESCO-CR-1742,planificación de ventas,ventas_servicio,skill/competence,transversal,3,planificación de ventas; ventas; ventas ventas
ESCO-CR-1743,planificación de atención al cliente,ventas_servicio,skill/competence,sector-specific,5,planificación de atención al cliente; atención al cliente; atención al cliente servicio al cliente; planificación de servicio al cliente; servicio al cliente
ESCO-CR-1744,planificación de caja,ventas_comercio,skill/competence,cross-sector,3,planificación de caja; caja; caja retail; planificación de retail; retail
ESCO-CR-1745,planificación de pauta,marketing_digital,knowledge,transversal,3,planificación de pauta; pauta; pauta marketing; planificación de marketing; marketing
ESCO-CR-1746,planificación de illustrator,marketing_digital,skill/competence,sector-specific,4,planificación de illustrator; illustrator; illustrator diseño gráfico; planificación de diseño gráfico; diseño gráfico
ESCO-CR-1747,planificación de recepción,administracion,skill/competence,cross-sector,3,planificación de recepción; recepción; recepción administración; planificación de administración; administración
ESCO-CR-1748,planificación de estados financieros,finanzas,skill/competence,transversal,3,planificación de estados financieros; estados financieros; estados financieros contabilidad; planificación de contabilidad; contabilidad
ESCO-CR-1749,planificación de legitimación,finanzas,knowledge,sector-specific,4,planificación de legitimación; legitimación; legitimación banca; planificación de banca; banca
ESCO-CR-1750,planificación de cotizacion,logistica,skill/competence,cross-sector,5,planificación de cotizacion; cotizacion; cotizacion compras; planificación de compras; compras
ESCO-CR-1751,planificación de logística,transversal,skill/competence,transversal,3,planificación de logística; logística; logística logística
ESCO-CR-1752,planificación de chofer,transversal,skill/competence,sector-specific,4,planificación de chofer; chofer; chofer transporte; planificación de transporte; transporte
ESCO-CR-1753,planificación de produccion,transversal,knowledge,cross-sector,3,planificación de produccion; produccion; produccion manufactura; planificación de manufactura; manufactura
ESCO-CR-1754,planificación de inocuidad,calidad_seguridad,skill/competence,transversal,3,planificación de inocuidad; inocuidad; inocuidad calidad; planificación de calidad; calidad
ESCO-CR-1755,planificación de reparacion,digital_basico,skill/competence,sector-specific,4,planificación de reparacion; reparacion; reparacion mantenimiento; planificación de mantenimiento; mantenimiento
ESCO-CR-1756,planificación de albañil,construccion_mantenimiento,skill/competence,cross-sector,3,planificación de albañil; albañil; albañil construcción operativa; planificación de construcción operativa; construcción operativa
ESCO-CR-1757,planificación de recepcion hotelera,turismo_alimentos,knowledge,transversal,5,planificación de recepcion hotelera; recepcion hotelera; recepcion hotelera turismo; planificación de turismo; turismo
ESCO-CR-1758,planificación de manipulación de alimentos,transversal,skill/competence,sector-specific,4,planificación de manipulación de alimentos; manipulación de alimentos; manipulación de alimentos gastronomía; planificación de gastronomía; gastronomía
ESCO-CR-1759,planificación de clínica,salud_ciencias,skill/competence,cross-sector,3,planificación de clínica; clínica; clínica salud; planificación de salud; salud
ESCO-CR-1760,planificación de dispositivos medicos,salud_ciencias,skill/competence,transversal,3,planificación de dispositivos medicos; dispositivos medicos; dispositivos medicos dispositivos médicos; planificación de dispositivos médicos; dispositivos médicos
ESCO-CR-1761,planificación de regente,salud_ciencias,knowledge,sector-specific,4,planificación de regente; regente; regente farmacia; planificación de farmacia; farmacia
ESCO-CR-1762,planificación de curriculo,rrhh_orientacion,skill/competence,cross-sector,3,planificación de curriculo; curriculo; curriculo educación; planificación de educación; educación
ESCO-CR-1763,planificación de recursos humanos,rrhh_orientacion,skill/competence,transversal,3,planificación de recursos humanos; recursos humanos; recursos humanos recursos humanos
ESCO-CR-1764,planificación de atencion en crisis,transversal,skill/competence,sector-specific,5,planificación de atencion en crisis; atencion en crisis; atencion en crisis orientación laboral; planificación de orientación laboral; orientación laboral
ESCO-CR-1765,planificación de proteccion de datos,administracion,knowledge,cross-sector,3,planificación de proteccion de datos; proteccion de datos; proteccion de datos legal; planificación de legal; legal
ESCO-CR-1766,planificación de institución,administracion,skill/competence,transversal,3,planificación de institución; institución; institución sector público; planificación de sector público; sector público
ESCO-CR-1767,planificación de rondas,transversal,skill/competence,sector-specific,4,planificación de rondas; rondas; rondas seguridad privada; planificación de seguridad privada; seguridad privada
ESCO-CR-1768,planificación de mantenimiento general,calidad_seguridad,skill/competence,cross-sector,3,planificación de mantenimiento general; mantenimiento general; mantenimiento general limpieza; planificación de limpieza; limpieza
ESCO-CR-1769,planificación de ganadería,agro_ambiente,knowledge,transversal,3,planificación de ganadería; ganadería; ganadería agricultura; planificación de agricultura; agricultura
ESCO-CR-1770,planificación de tratamiento de aguas,transversal,skill/competence,sector-specific,4,planificación de tratamiento de aguas; tratamiento de aguas; tratamiento de aguas ambiente; planificación de ambiente; ambiente
ESCO-CR-1771,planificación de aduanas,logistica,skill/competence,cross-sector,5,planificación de aduanas; aduanas; aduanas comercio exterior; planificación de comercio exterior; comercio exterior
ESCO-CR-1772,planificación de inmobiliario,ventas_comercio,skill/competence,transversal,3,planificación de inmobiliario; inmobiliario; inmobiliario bienes raíces; planificación de bienes raíces; bienes raíces
ESCO-CR-1773,planificación de traducción,idiomas,knowledge,sector-specific,4,planificación de traducción; traducción; traducción idiomas; planificación de idiomas; idiomas
ESCO-CR-1774,planificación de datos,digital_avanzado,skill/competence,cross-sector,3,planificación de datos; datos; datos datos
ESCO-CR-1775,planificación de infraestructura tecnologica,proyectos,skill/competence,transversal,3,planificación de infraestructura tecnologica; infraestructura tecnologica; infraestructura tecnologica ciberseguridad; planificación de ciberseguridad; ciberseguridad
ESCO-CR-1776,planificación de redes eléctricas,proyectos,skill/competence,sector-specific,4,planificación de redes eléctricas; redes eléctricas; redes eléctricas energía; planificación de energía; energía
ESCO-CR-1777,planificación de ciencias,salud_ciencias,knowledge,cross-sector,3,planificación de ciencias; ciencias; ciencias investigación; planificación de investigación; investigación
ESCO-CR-1778,planificación de fotografía,proyectos,skill/competence,transversal,5,planificación de fotografía; fotografía; fotografía audiovisual; planificación de audiovisual; audiovisual
ESCO-CR-1779,planificación de nutrición,transversal,skill/competence,sector-specific,4,planificación de nutrición; nutrición; nutrición deporte; planificación de deporte; deporte
ESCO-CR-1780,planificación de maquillaje,ventas_servicio,skill/competence,cross-sector,3,planificación de maquillaje; maquillaje; maquillaje belleza; planificación de belleza; belleza
ESCO-CR-1781,planificación de servicios domésticos,transversal,knowledge,transversal,3,planificación de servicios domésticos; servicios domésticos; servicios domésticos servicios domésticos
ESCO-CR-1782,planificación de planta de alimentos,calidad_seguridad,skill/competence,sector-specific,4,planificación de planta de alimentos; planta de alimentos; planta de alimentos agroindustria; planificación de agroindustria; agroindustria
ESCO-CR-1783,planificación de call center financiero,ventas_servicio,skill/competence,cross-sector,3,planificación de call center financiero; call center financiero; call center financiero contact center financiero; planificación de contact center financiero; contact center financiero
ESCO-CR-1784,planificación de ventas digitales,ventas_comercio,skill/competence,transversal,3,planificación de ventas digitales; ventas digitales; ventas digitales emprendimiento; planificación de emprendimiento; emprendimiento
ESCO-CR-1785,planificación de tickets,tic_soporte,knowledge,sector-specific,5,planificación de tickets; tickets; tickets soporte técnico; planificación de soporte técnico; soporte técnico
ESCO-CR-1786,planificación de cableado estructurado,tic_soporte,skill/competence,cross-sector,3,planificación de cableado estructurado; cableado estructurado; cableado estructurado redes; planificación de redes; redes
ESCO-CR-1787,planificación de paas,calidad_seguridad,skill/competence,transversal,3,planificación de paas; paas; paas cloud computing; planificación de cloud computing; cloud computing
ESCO-CR-1788,planificación de ci cd,calidad_seguridad,skill/competence,sector-specific,4,planificación de ci cd; ci cd; ci cd devops; planificación de devops; devops
ESCO-CR-1789,planificación de testing,proyectos,knowledge,cross-sector,3,planificación de testing; testing; testing qa testing; planificación de qa testing; qa testing
ESCO-CR-1790,planificación de prompts,digital_avanzado,skill/competence,transversal,3,planificación de prompts; prompts; prompts ia generativa; planificación de ia generativa; ia generativa
ESCO-CR-1791,planificación de scikit,digital_avanzado,skill/competence,sector-specific,4,planificación de scikit; scikit; scikit machine learning; planificación de machine learning; machine learning
ESCO-CR-1792,planificación de zapier,digital_avanzado,skill/competence,cross-sector,5,planificación de zapier; zapier; zapier rpa; planificación de rpa; rpa
ESCO-CR-1793,planificación de módulo sap,digital_basico,knowledge,transversal,3,planificación de módulo sap; módulo sap; módulo sap erp; planificación de erp; erp
ESCO-CR-1794,planificación de word,digital_basico,skill/competence,sector-specific,4,planificación de word; word; word ofimática certificada; planificación de ofimática certificada; ofimática certificada
ESCO-CR-1795,planificación de control de acceso,transversal,skill/competence,cross-sector,3,planificación de control de acceso; control de acceso; control de acceso electrónica; planificación de electrónica; electrónica
ESCO-CR-1796,planificación de cableado,proyectos,skill/competence,transversal,3,planificación de cableado; cableado; cableado fibra óptica; planificación de fibra óptica; fibra óptica
ESCO-CR-1797,planificación de gas refrigerante,construccion_mantenimiento,knowledge,sector-specific,4,planificación de gas refrigerante; gas refrigerante; gas refrigerante refrigeración; planificación de refrigeración; refrigeración
ESCO-CR-1798,planificación de metalmecánica,transversal,skill/competence,cross-sector,3,planificación de metalmecánica; metalmecánica; metalmecánica soldadura certificada y metalmecánica; planificación de soldadura certificada y metalmecánica; soldadura certificada y metalmecánica
ESCO-CR-1799,planificación de baja tensión,transversal,skill/competence,transversal,5,planificación de baja tensión; baja tensión; baja tensión electricidad residencial; planificación de electricidad residencial; electricidad residencial
ESCO-CR-1800,planificación de automotriz,construccion_mantenimiento,skill/competence,sector-specific,4,planificación de automotriz; automotriz; automotriz mecánica automotriz; planificación de mecánica automotriz; mecánica automotriz
ESCO-CR-1801,planificación de mecanica de motos,construccion_mantenimiento,knowledge,cross-sector,3,planificación de mecanica de motos; mecanica de motos; mecanica de motos mecánica de motocicletas y movilidad liviana; planificación de mecánica de motocicletas y movilidad liviana; mecánica de motocicletas y movilidad liviana
ESCO-CR-1802,planificación de retroexcavadora,transversal,skill/competence,transversal,3,planificación de retroexcavadora; retroexcavadora; retroexcavadora operación de maquinaria pesada y equipos especiales; planificación de operación de maquinaria pesada y equipos especiales; operación de maquinaria pesada y equipos especiales
ESCO-CR-1803,planificación de estiba,transversal,skill/competence,sector-specific,4,planificación de estiba; estiba; estiba montacargas; planificación de montacargas; montacargas
ESCO-CR-1804,planificación de manipulación de alimentos,transversal,skill/competence,cross-sector,3,planificación de manipulación de alimentos; manipulación de alimentos; manipulación de alimentos inocuidad alimentaria; planificación de inocuidad alimentaria; inocuidad alimentaria
ESCO-CR-1805,planificación de control analitico,transversal,knowledge,transversal,3,planificación de control analitico; control analitico; control analitico técnico de laboratorio; planificación de técnico de laboratorio; técnico de laboratorio
ESCO-CR-1806,planificación de acompanamiento,transversal,skill/competence,sector-specific,5,planificación de acompanamiento; acompanamiento; acompanamiento asistencia al paciente; planificación de asistencia al paciente; asistencia al paciente
ESCO-CR-1807,planificación de cosmetologia,comunicacion,skill/competence,cross-sector,3,planificación de cosmetologia; cosmetologia; cosmetologia cosmetología; planificación de cosmetología; cosmetología
ESCO-CR-1808,planificación de cocina técnica,ventas_servicio,skill/competence,transversal,3,planificación de cocina técnica; cocina técnica; cocina técnica cocina técnica
ESCO-CR-1809,planificación de servicio de bebidas,calidad_seguridad,knowledge,sector-specific,4,planificación de servicio de bebidas; servicio de bebidas; servicio de bebidas barismo; planificación de barismo; barismo
ESCO-CR-1810,planificación de repostería,ventas_comercio,skill/competence,cross-sector,3,planificación de repostería; repostería; repostería panadería; planificación de panadería; panadería
ESCO-CR-1811,planificación de prevencion de riesgos,transversal,skill/competence,transversal,3,planificación de prevencion de riesgos; prevencion de riesgos; prevencion de riesgos seguridad privada certificada; planificación de seguridad privada certificada; seguridad privada certificada
ESCO-CR-1812,planificación de customer service,idiomas,skill/competence,sector-specific,4,planificación de customer service; customer service; customer service inglés para bpo; planificación de inglés para bpo; inglés para bpo
ESCO-CR-1813,planificación de marketplace,marketing_digital,knowledge,cross-sector,5,planificación de marketplace; marketplace; marketplace e-commerce; planificación de e-commerce; e-commerce
ESCO-CR-1814,planificación de agenda digital,administracion,skill/competence,transversal,3,planificación de agenda digital; agenda digital; agenda digital asistencia virtual; planificación de asistencia virtual; asistencia virtual
ESCO-CR-1815,supervisión de cfia,proyectos,skill/competence,sector-specific,4,supervisión de cfia; cfia; cfia ingeniería civil; supervisión de ingeniería civil; ingeniería civil
ESCO-CR-1816,supervisión de calidad,digital_basico,skill/competence,cross-sector,3,supervisión de calidad; calidad; calidad ingeniería industrial; supervisión de ingeniería industrial; ingeniería industrial
ESCO-CR-1817,supervisión de soporte técnico,digital_avanzado,knowledge,transversal,3,supervisión de soporte técnico; soporte técnico; soporte técnico ingeniería en sistemas; supervisión de ingeniería en sistemas; ingeniería en sistemas
ESCO-CR-1818,supervisión de refrigeración,calidad_seguridad,skill/competence,sector-specific,4,supervisión de refrigeración; refrigeración; refrigeración ingeniería electromecánica; supervisión de ingeniería electromecánica; ingeniería electromecánica
ESCO-CR-1819,supervisión de planos,construccion_mantenimiento,skill/competence,cross-sector,3,supervisión de planos; planos; planos arquitectura; supervisión de arquitectura; arquitectura
ESCO-CR-1820,supervisión de agile,comunicacion,skill/competence,transversal,5,supervisión de agile; agile; agile gestión de proyectos; supervisión de gestión de proyectos; gestión de proyectos
ESCO-CR-1821,supervisión de gerente,comunicacion,knowledge,sector-specific,4,supervisión de gerente; gerente; gerente gerencia; supervisión de gerencia; gerencia
ESCO-CR-1822,supervisión de ejecutivo comercial,ventas_comercio,skill/competence,cross-sector,3,supervisión de ejecutivo comercial; ejecutivo comercial; ejecutivo comercial ventas; supervisión de ventas; ventas
ESCO-CR-1823,supervisión de contact center,comunicacion,skill/competence,transversal,3,supervisión de contact center; contact center; contact center servicio al cliente; supervisión de servicio al cliente; servicio al cliente
ESCO-CR-1824,supervisión de góndola,ventas_servicio,skill/competence,sector-specific,4,supervisión de góndola; góndola; góndola retail; supervisión de retail; retail
ESCO-CR-1825,supervisión de comunicacion digital,ventas_servicio,knowledge,cross-sector,3,supervisión de comunicacion digital; comunicacion digital; comunicacion digital marketing; supervisión de marketing; marketing
ESCO-CR-1826,supervisión de diseño gráfico,digital_avanzado,skill/competence,transversal,3,supervisión de diseño gráfico; diseño gráfico; diseño gráfico diseño gráfico
ESCO-CR-1827,supervisión de facturacion,digital_basico,skill/competence,sector-specific,5,supervisión de facturacion; facturacion; facturacion administración; supervisión de administración; administración
ESCO-CR-1828,supervisión de contabilidad,administracion,skill/competence,cross-sector,3,supervisión de contabilidad; contabilidad; contabilidad contabilidad
ESCO-CR-1829,supervisión de crédito,ventas_servicio,knowledge,transversal,3,supervisión de crédito; crédito; crédito banca; supervisión de banca; banca
ESCO-CR-1830,supervisión de proveeduría,administracion,skill/competence,sector-specific,4,supervisión de proveeduría; proveeduría; proveeduría compras; supervisión de compras; compras
ESCO-CR-1831,supervisión de bodega,logistica,skill/competence,cross-sector,3,supervisión de bodega; bodega; bodega logística; supervisión de logística; logística
ESCO-CR-1832,supervisión de licencia b1,logistica,skill/competence,transversal,3,supervisión de licencia b1; licencia b1; licencia b1 transporte; supervisión de transporte; transporte
ESCO-CR-1833,supervisión de operario,manufactura,knowledge,sector-specific,4,supervisión de operario; operario; operario manufactura; supervisión de manufactura; manufactura
ESCO-CR-1834,supervisión de seguridad ocupacional,manufactura,skill/competence,cross-sector,5,supervisión de seguridad ocupacional; seguridad ocupacional; seguridad ocupacional calidad; supervisión de calidad; calidad
ESCO-CR-1835,supervisión de reparación,construccion_mantenimiento,skill/competence,transversal,3,supervisión de reparación; reparación; reparación mantenimiento; supervisión de mantenimiento; mantenimiento
ESCO-CR-1836,supervisión de pintura,calidad_seguridad,skill/competence,sector-specific,4,supervisión de pintura; pintura; pintura construcción operativa; supervisión de construcción operativa; construcción operativa
ESCO-CR-1837,supervisión de hospitalidad,ventas_servicio,knowledge,cross-sector,3,supervisión de hospitalidad; hospitalidad; hospitalidad turismo; supervisión de turismo; turismo
ESCO-CR-1838,supervisión de panadería,turismo_alimentos,skill/competence,transversal,3,supervisión de panadería; panadería; panadería gastronomía; supervisión de gastronomía; gastronomía
ESCO-CR-1839,supervisión de salud,calidad_seguridad,skill/competence,sector-specific,4,supervisión de salud; salud; salud salud
ESCO-CR-1840,supervisión de dispositivos médicos,manufactura,skill/competence,cross-sector,3,supervisión de dispositivos médicos; dispositivos médicos; dispositivos médicos dispositivos médicos
ESCO-CR-1841,supervisión de farmaceutico,ventas_servicio,knowledge,transversal,5,supervisión de farmaceutico; farmaceutico; farmaceutico farmacia; supervisión de farmacia; farmacia
ESCO-CR-1842,supervisión de formador,comunicacion,skill/competence,sector-specific,4,supervisión de formador; formador; formador educación; supervisión de educación; educación
ESCO-CR-1843,supervisión de selección,administracion,skill/competence,cross-sector,3,supervisión de selección; selección; selección recursos humanos; supervisión de recursos humanos; recursos humanos
ESCO-CR-1844,supervisión de inclusión laboral,rrhh_orientacion,skill/competence,transversal,3,supervisión de inclusión laboral; inclusión laboral; inclusión laboral orientación laboral; supervisión de orientación laboral; orientación laboral
ESCO-CR-1845,supervisión de expediente legal,finanzas,knowledge,sector-specific,4,supervisión de expediente legal; expediente legal; expediente legal legal; supervisión de legal; legal
ESCO-CR-1846,supervisión de administración pública,comunicacion,skill/competence,cross-sector,3,supervisión de administración pública; administración pública; administración pública sector público; supervisión de sector público; sector público
ESCO-CR-1847,supervisión de rondas,calidad_seguridad,skill/competence,transversal,3,supervisión de rondas; rondas; rondas seguridad privada; supervisión de seguridad privada; seguridad privada
ESCO-CR-1848,supervisión de mantenimiento general,turismo_alimentos,skill/competence,sector-specific,5,supervisión de mantenimiento general; mantenimiento general; mantenimiento general limpieza; supervisión de limpieza; limpieza
ESCO-CR-1849,supervisión de agricultura,calidad_seguridad,knowledge,cross-sector,3,supervisión de agricultura; agricultura; agricultura agricultura
ESCO-CR-1850,supervisión de ambiente,agro_ambiente,skill/competence,transversal,3,supervisión de ambiente; ambiente; ambiente ambiente
ESCO-CR-1851,supervisión de importacion,administracion,skill/competence,sector-specific,4,supervisión de importacion; importacion; importacion comercio exterior; supervisión de comercio exterior; comercio exterior
ESCO-CR-1852,supervisión de propiedades,ventas_servicio,skill/competence,cross-sector,3,supervisión de propiedades; propiedades; propiedades bienes raíces; supervisión de bienes raíces; bienes raíces
ESCO-CR-1853,supervisión de bilingue,ventas_servicio,knowledge,transversal,3,supervisión de bilingue; bilingue; bilingue idiomas; supervisión de idiomas; idiomas
ESCO-CR-1854,supervisión de excel avanzado,tic_soporte,skill/competence,sector-specific,4,supervisión de excel avanzado; excel avanzado; excel avanzado datos; supervisión de datos; datos
ESCO-CR-1855,supervisión de infraestructura tecnologica,tic_soporte,skill/competence,cross-sector,5,supervisión de infraestructura tecnologica; infraestructura tecnologica; infraestructura tecnologica ciberseguridad; supervisión de ciberseguridad; ciberseguridad
ESCO-CR-1856,supervisión de infraestructura,construccion_mantenimiento,skill/competence,transversal,3,supervisión de infraestructura; infraestructura; infraestructura energía; supervisión de energía; energía
ESCO-CR-1857,supervisión de metodologia,calidad_seguridad,knowledge,sector-specific,4,supervisión de metodologia; metodologia; metodologia investigación; supervisión de investigación; investigación
ESCO-CR-1858,supervisión de música,marketing_digital,skill/competence,cross-sector,3,supervisión de música; música; música audiovisual; supervisión de audiovisual; audiovisual
ESCO-CR-1859,supervisión de deporte,salud_ciencias,skill/competence,transversal,3,supervisión de deporte; deporte; deporte deporte
ESCO-CR-1860,supervisión de salón,ventas_comercio,skill/competence,sector-specific,4,supervisión de salón; salón; salón belleza; supervisión de belleza; belleza
ESCO-CR-1861,supervisión de servicios domésticos,turismo_alimentos,knowledge,cross-sector,3,supervisión de servicios domésticos; servicios domésticos; servicios domésticos servicios domésticos
ESCO-CR-1862,supervisión de procesamiento de alimentos,agro_ambiente,skill/competence,transversal,5,supervisión de procesamiento de alimentos; procesamiento de alimentos; procesamiento de alimentos agroindustria; supervisión de agroindustria; agroindustria
ESCO-CR-1863,supervisión de contact center financiero,finanzas,skill/competence,sector-specific,4,supervisión de contact center financiero; contact center financiero; contact center financiero contact center financiero
ESCO-CR-1864,supervisión de ventas digitales,finanzas,skill/competence,cross-sector,3,supervisión de ventas digitales; ventas digitales; ventas digitales emprendimiento; supervisión de emprendimiento; emprendimiento
ESCO-CR-1865,supervisión de soporte tecnico,digital_basico,knowledge,transversal,3,supervisión de soporte tecnico; soporte tecnico; soporte tecnico soporte técnico; supervisión de soporte técnico; soporte técnico
ESCO-CR-1866,supervisión de tcp ip,digital_avanzado,skill/competence,sector-specific,4,supervisión de tcp ip; tcp ip; tcp ip redes; supervisión de redes; redes
ESCO-CR-1867,supervisión de saas,tic_soporte,skill/competence,cross-sector,3,supervisión de saas; saas; saas cloud computing; supervisión de cloud computing; cloud computing
ESCO-CR-1868,supervisión de terraform,tic_soporte,skill/competence,transversal,3,supervisión de terraform; terraform; terraform devops; supervisión de devops; devops
ESCO-CR-1869,supervisión de testing,tic_soporte,knowledge,sector-specific,5,supervisión de testing; testing; testing qa testing; supervisión de qa testing; qa testing
ESCO-CR-1870,supervisión de automatización con ia,tic_soporte,skill/competence,cross-sector,3,supervisión de automatización con ia; automatización con ia; automatización con ia ia generativa; supervisión de ia generativa; ia generativa
ESCO-CR-1871,supervisión de ia aplicada,tic_soporte,skill/competence,transversal,3,supervisión de ia aplicada; ia aplicada; ia aplicada machine learning; supervisión de machine learning; machine learning
ESCO-CR-1872,supervisión de zapier,digital_basico,skill/competence,sector-specific,4,supervisión de zapier; zapier; zapier rpa; supervisión de rpa; rpa
ESCO-CR-1873,supervisión de dynamics,digital_avanzado,knowledge,cross-sector,3,supervisión de dynamics; dynamics; dynamics erp; supervisión de erp; erp
ESCO-CR-1874,supervisión de office,digital_avanzado,skill/competence,transversal,3,supervisión de office; office; office ofimática certificada; supervisión de ofimática certificada; ofimática certificada
ESCO-CR-1875,supervisión de control de acceso,construccion_mantenimiento,skill/competence,sector-specific,4,supervisión de control de acceso; control de acceso; control de acceso electrónica; supervisión de electrónica; electrónica
ESCO-CR-1876,supervisión de cableado,construccion_mantenimiento,skill/competence,cross-sector,5,supervisión de cableado; cableado; cableado fibra óptica; supervisión de fibra óptica; fibra óptica
ESCO-CR-1877,supervisión de gas refrigerante,calidad_seguridad,knowledge,transversal,3,supervisión de gas refrigerante; gas refrigerante; gas refrigerante refrigeración; supervisión de refrigeración; refrigeración
ESCO-CR-1878,supervisión de soldador,construccion_mantenimiento,skill/competence,sector-specific,4,supervisión de soldador; soldador; soldador soldadura certificada y metalmecánica; supervisión de soldadura certificada y metalmecánica; soldadura certificada y metalmecánica
ESCO-CR-1879,supervisión de electricidad,construccion_mantenimiento,skill/competence,cross-sector,3,supervisión de electricidad; electricidad; electricidad electricidad residencial; supervisión de electricidad residencial; electricidad residencial
ESCO-CR-1880,supervisión de automotriz,calidad_seguridad,skill/competence,transversal,3,supervisión de automotriz; automotriz; automotriz mecánica automotriz; supervisión de mecánica automotriz; mecánica automotriz
ESCO-CR-1881,supervisión de mantenimiento de motos,calidad_seguridad,knowledge,sector-specific,4,supervisión de mantenimiento de motos; mantenimiento de motos; mantenimiento de motos mecánica de motocicletas y movilidad liviana; supervisión de mecánica de motocicletas y movilidad liviana; mecánica de motocicletas y movilidad liviana
ESCO-CR-1882,supervisión de operador de maquinaria,logistica,skill/competence,cross-sector,3,supervisión de operador de maquinaria; operador de maquinaria; operador de maquinaria operación de maquinaria pesada y equipos especiales; supervisión de operación de maquinaria pesada y equipos especiales; operación de maquinaria pesada y equipos especiales
ESCO-CR-1883,supervisión de estiba,logistica,skill/competence,transversal,5,supervisión de estiba; estiba; estiba montacargas; supervisión de montacargas; montacargas
ESCO-CR-1884,supervisión de haccp,turismo_alimentos,skill/competence,sector-specific,4,supervisión de haccp; haccp; haccp inocuidad alimentaria; supervisión de inocuidad alimentaria; inocuidad alimentaria
ESCO-CR-1885,supervisión de control analitico,salud_ciencias,knowledge,cross-sector,3,supervisión de control analitico; control analitico; control analitico técnico de laboratorio; supervisión de técnico de laboratorio; técnico de laboratorio
ESCO-CR-1886,supervisión de acompanamiento,salud_ciencias,skill/competence,transversal,3,supervisión de acompanamiento; acompanamiento; acompanamiento asistencia al paciente; supervisión de asistencia al paciente; asistencia al paciente
ESCO-CR-1887,supervisión de estética,ventas_servicio,skill/competence,sector-specific,4,supervisión de estética; estética; estética cosmetología; supervisión de cosmetología; cosmetología
ESCO-CR-1888,supervisión de cocina técnica,turismo_alimentos,skill/competence,cross-sector,3,supervisión de cocina técnica; cocina técnica; cocina técnica cocina técnica
ESCO-CR-1889,supervisión de barismo,turismo_alimentos,knowledge,transversal,3,supervisión de barismo; barismo; barismo barismo
ESCO-CR-1890,supervisión de repostería,turismo_alimentos,skill/competence,sector-specific,5,supervisión de repostería; repostería; repostería panadería; supervisión de panadería; panadería
ESCO-CR-1891,supervisión de prevencion de riesgos,calidad_seguridad,skill/competence,cross-sector,3,supervisión de prevencion de riesgos; prevencion de riesgos; prevencion de riesgos seguridad privada certificada; supervisión de seguridad privada certificada; seguridad privada certificada
ESCO-CR-1892,supervisión de customer service,ventas_servicio,skill/competence,transversal,3,supervisión de customer service; customer service; customer service inglés para bpo; supervisión de inglés para bpo; inglés para bpo
ESCO-CR-1893,supervisión de shopify,ventas_comercio,knowledge,sector-specific,4,supervisión de shopify; shopify; shopify e-commerce; supervisión de e-commerce; e-commerce
ESCO-CR-1894,supervisión de correo electronico,digital_basico,skill/competence,cross-sector,3,supervisión de correo electronico; correo electronico; correo electronico asistencia virtual; supervisión de asistencia virtual; asistencia virtual
ESCO-CR-1895,registro y reporte de presupuesto de obra,calidad_seguridad,skill/competence,transversal,3,registro y reporte de presupuesto de obra; presupuesto de obra; presupuesto de obra ingeniería civil; registro y reporte de ingeniería civil; ingeniería civil
ESCO-CR-1896,registro y reporte de ingeniero industrial,transversal,skill/competence,sector-specific,4,registro y reporte de ingeniero industrial; ingeniero industrial; ingeniero industrial ingeniería industrial; registro y reporte de ingeniería industrial; ingeniería industrial
ESCO-CR-1897,registro y reporte de tecnología,proyectos,knowledge,cross-sector,5,registro y reporte de tecnología; tecnología; tecnología ingeniería en sistemas; registro y reporte de ingeniería en sistemas; ingeniería en sistemas
ESCO-CR-1898,registro y reporte de mantenimiento industrial,proyectos,skill/competence,transversal,3,registro y reporte de mantenimiento industrial; mantenimiento industrial; mantenimiento industrial ingeniería electromecánica; registro y reporte de ingeniería electromecánica; ingeniería electromecánica
ESCO-CR-1899,registro y reporte de arquitectura,digital_avanzado,skill/competence,sector-specific,4,registro y reporte de arquitectura; arquitectura; arquitectura arquitectura
ESCO-CR-1900,registro y reporte de gestion de proyectos,digital_basico,skill/competence,cross-sector,3,registro y reporte de gestion de proyectos; gestion de proyectos; gestion de proyectos gestión de proyectos; registro y reporte de gestión de proyectos; gestión de proyectos
ESCO-CR-1901,registro y reporte de direccion,rrhh_orientacion,knowledge,transversal,3,registro y reporte de direccion; direccion; direccion gerencia; registro y reporte de gerencia; gerencia
ESCO-CR-1902,registro y reporte de prospeccion,comunicacion,skill/competence,sector-specific,4,registro y reporte de prospeccion; prospeccion; prospeccion ventas; registro y reporte de ventas; ventas
ESCO-CR-1903,registro y reporte de soporte al cliente,digital_basico,skill/competence,cross-sector,3,registro y reporte de soporte al cliente; soporte al cliente; soporte al cliente servicio al cliente; registro y reporte de servicio al cliente; servicio al cliente
ESCO-CR-1904,registro y reporte de inventario,logistica,skill/competence,transversal,5,registro y reporte de inventario; inventario; inventario retail; registro y reporte de retail; retail
