id,nombre,familia_id,familia,microfamilia_id,microfamilia,nivel,tipo_perfil,zona_referencia,modalidad_referencia,competencias_clave,certificaciones_sugeridas,educacion_minima,experiencia_sugerida,palabras_clave,perfiles_similares
PER-CR-1833,Analista senior de manipulacion de alimentos,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1833,manipulacion de alimentos · Analista senior,Analista senior,Profesional,GAM,Virtual,cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica; manipulacion de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de manipulacion de alimentos manipulacion de alimentos Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1834,Especialista en manipulación de alimentos,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1834,manipulación de alimentos · Especialista,Especialista,Profesional / técnico avanzado,Alajuela,Híbrido,manipulación de alimentos; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en manipulación de alimentos manipulación de alimentos Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1835,Coordinador/a de Cocina,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1835,Cocina · Coordinador,Coordinador,Coordinación,Heredia,Campo,Cocina; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de Cocina Cocina Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1836,Supervisor/a de técnica,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1836,técnica · Supervisor,Supervisor,Supervisión,Puntarenas,Mixto,técnica; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de técnica técnica Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1837,Jefatura de manipulación,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1837,manipulación · Jefatura,Jefatura,Jefatura,Zona Norte,Presencial,manipulación; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de manipulación manipulación Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1838,Consultor/a de producción,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1838,producción · Consultor,Consultor,Consultoría,GAM,Virtual,producción; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de producción producción Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1839,Gestor/a de gastronómica,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1839,gastronómica · Gestor,Gestor,Gestión,Alajuela,Híbrido,gastronómica; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de gastronómica gastronómica Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1840,Instructor/a de Cocina técnica enfoque 15,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1840,Cocina técnica enfoque 15 · Instructor / formador,Instructor / formador,Formación,Heredia,Campo,Cocina técnica enfoque 15; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Cocina técnica enfoque 15 Cocina técnica enfoque 15 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1841,Inspector/a de calidad en Cocina técnica enfoque 16,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1841,Cocina técnica enfoque 16 · Control de calidad,Control de calidad,Calidad,Puntarenas,Mixto,Cocina técnica enfoque 16; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Cocina técnica enfoque 16 Cocina técnica enfoque 16 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1842,Analista de datos y reportes de Cocina técnica enfoque 17,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1842,Cocina técnica enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Zona Norte,Presencial,Cocina técnica enfoque 17; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Cocina técnica enfoque 17 Cocina técnica enfoque 17 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1843,Especialista digital en Cocina técnica enfoque 18,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1843,Cocina técnica enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,GAM,Virtual,Cocina técnica enfoque 18; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Cocina técnica enfoque 18 Cocina técnica enfoque 18 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1844,Coordinador/a de proyectos de Cocina técnica enfoque 19,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1844,Cocina técnica enfoque 19 · Proyectos,Proyectos,Proyectos,Alajuela,Híbrido,Cocina técnica enfoque 19; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de proyectos de Cocina técnica enfoque 19 Cocina técnica enfoque 19 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1845,Técnico/a de campo en Cocina técnica enfoque 20,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1845,Cocina técnica enfoque 20 · Campo / operación local,Campo / operación local,Campo,Heredia,Campo,Cocina técnica enfoque 20; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Técnico/a de campo en Cocina técnica enfoque 20 Cocina técnica enfoque 20 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1846,Asesor/a de servicio en Cocina técnica enfoque 21,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1846,Cocina técnica enfoque 21 · Servicio al usuario,Servicio al usuario,Servicio,Puntarenas,Mixto,Cocina técnica enfoque 21; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Asesor/a de servicio en Cocina técnica enfoque 21 Cocina técnica enfoque 21 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1847,Ejecutivo/a comercial de Cocina técnica enfoque 22,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1847,Cocina técnica enfoque 22 · Gestión comercial,Gestión comercial,Comercial,Zona Norte,Presencial,Cocina técnica enfoque 22; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Ejecutivo/a comercial de Cocina técnica enfoque 22 Cocina técnica enfoque 22 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1848,Analista de cumplimiento en Cocina técnica enfoque 23,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1848,Cocina técnica enfoque 23 · Cumplimiento / normativa,Cumplimiento / normativa,Cumplimiento,GAM,Virtual,Cocina técnica enfoque 23; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de cumplimiento en Cocina técnica enfoque 23 Cocina técnica enfoque 23 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1849,Gestor/a emprendedor/a en Cocina técnica enfoque 24,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1849,Cocina técnica enfoque 24 · Emprendimiento,Emprendimiento,Emprendimiento,Alajuela,Híbrido,Cocina técnica enfoque 24; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a emprendedor/a en Cocina técnica enfoque 24 Cocina técnica enfoque 24 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1850,Gerente de Cocina técnica enfoque 25,cocina_tecnica_cert,"Cocina técnica, manipulación y producción gastronómica",MF-CR-1850,Cocina técnica enfoque 25 · Gerencial / estratégico,Gerencial / estratégico,Gerencial,Heredia,Campo,Cocina técnica enfoque 25; cocina tecnica; cocina técnica; cocinero; chef; mise en place; produccion gastronomica; producción gastronómica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gerente de Cocina técnica enfoque 25 Cocina técnica enfoque 25 Cocina técnica, manipulación y producción gastronómica cocina_tecnica_cert cocina tecnica cocina técnica cocinero chef mise en place produccion gastronomica producción gastronómica manipulacion de alimentos manipulación de alimentos",
PER-CR-1851,Auxiliar de barismo,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1851,barismo · Entrada / auxiliar,Entrada / auxiliar,Operativo,San José,Campo,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Auxiliar de barismo barismo Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1852,Asistente de barista,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1852,barista · Asistente,Asistente,Técnico inicial,Cartago,Mixto,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Asistente de barista barista Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1853,Técnico/a en bartender,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1853,bartender · Técnico,Técnico,Técnico,Limón,Presencial,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a en bartender bartender Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1854,Técnico/a certificado/a en cocteleria,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1854,cocteleria · Técnico certificado,Técnico certificado,Técnico certificado,Guanacaste,Virtual,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en cocteleria cocteleria Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1855,Operador/a especializado/a en coctelería,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1855,coctelería · Operativo especializado,Operativo especializado,Operativo especializado,Zona Sur,Híbrido,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en coctelería coctelería Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1856,Analista junior de bebidas,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1856,bebidas · Analista junior,Analista junior,Técnico avanzado,San José,Campo,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de bebidas bebidas Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1857,Analista de cafe,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1857,cafe · Analista,Analista,Técnico avanzado,Cartago,Mixto,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de cafe cafe Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1858,Analista senior de café,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1858,café · Analista senior,Analista senior,Profesional,Limón,Presencial,barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe; café,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de café café Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1859,Especialista en espresso,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1859,espresso · Especialista,Especialista,Profesional / técnico avanzado,Guanacaste,Virtual,espresso; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en espresso espresso Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1860,Coordinador/a de servicio de bebidas,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1860,servicio de bebidas · Coordinador,Coordinador,Coordinación,Zona Sur,Híbrido,servicio de bebidas; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de servicio de bebidas servicio de bebidas Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1861,Supervisor/a de servicio,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1861,servicio · Supervisor,Supervisor,Supervisión,San José,Campo,servicio; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de servicio servicio Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1862,Jefatura de especializado,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1862,especializado · Jefatura,Jefatura,Jefatura,Cartago,Mixto,especializado; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de especializado especializado Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1863,Consultor/a de Barismo enfoque 13,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1863,Barismo enfoque 13 · Consultor,Consultor,Consultoría,Limón,Presencial,Barismo enfoque 13; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de Barismo enfoque 13 Barismo enfoque 13 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1864,Gestor/a de Barismo enfoque 14,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1864,Barismo enfoque 14 · Gestor,Gestor,Gestión,Guanacaste,Virtual,Barismo enfoque 14; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de Barismo enfoque 14 Barismo enfoque 14 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1865,Instructor/a de Barismo enfoque 15,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1865,Barismo enfoque 15 · Instructor / formador,Instructor / formador,Formación,Zona Sur,Híbrido,Barismo enfoque 15; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Barismo enfoque 15 Barismo enfoque 15 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1866,Inspector/a de calidad en Barismo enfoque 16,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1866,Barismo enfoque 16 · Control de calidad,Control de calidad,Calidad,San José,Campo,Barismo enfoque 16; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Barismo enfoque 16 Barismo enfoque 16 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1867,Analista de datos y reportes de Barismo enfoque 17,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1867,Barismo enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Cartago,Mixto,Barismo enfoque 17; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Barismo enfoque 17 Barismo enfoque 17 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1868,Especialista digital en Barismo enfoque 18,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1868,Barismo enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,Limón,Presencial,Barismo enfoque 18; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Barismo enfoque 18 Barismo enfoque 18 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1869,Coordinador/a de proyectos de Barismo enfoque 19,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1869,Barismo enfoque 19 · Proyectos,Proyectos,Proyectos,Guanacaste,Virtual,Barismo enfoque 19; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de proyectos de Barismo enfoque 19 Barismo enfoque 19 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1870,Técnico/a de campo en Barismo enfoque 20,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1870,Barismo enfoque 20 · Campo / operación local,Campo / operación local,Campo,Zona Sur,Híbrido,Barismo enfoque 20; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Técnico/a de campo en Barismo enfoque 20 Barismo enfoque 20 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1871,Asesor/a de servicio en Barismo enfoque 21,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1871,Barismo enfoque 21 · Servicio al usuario,Servicio al usuario,Servicio,San José,Campo,Barismo enfoque 21; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Asesor/a de servicio en Barismo enfoque 21 Barismo enfoque 21 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1872,Ejecutivo/a comercial de Barismo enfoque 22,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1872,Barismo enfoque 22 · Gestión comercial,Gestión comercial,Comercial,Cartago,Mixto,Barismo enfoque 22; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Ejecutivo/a comercial de Barismo enfoque 22 Barismo enfoque 22 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
PER-CR-1873,Analista de cumplimiento en Barismo enfoque 23,barismo_bartending_cert,"Barismo, bartender y servicio especializado de bebidas",MF-CR-1873,Barismo enfoque 23 · Cumplimiento / normativa,Cumplimiento / normativa,Cumplimiento,Limón,Presencial,Barismo enfoque 23; barismo; barista; bartender; cocteleria; coctelería; bebidas; cafe,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de cumplimiento en Barismo enfoque 23 Barismo enfoque 23 Barismo, bartender y servicio especializado de bebidas barismo_bartending_cert barismo barista bartender cocteleria coctelería bebidas cafe café espresso servicio de bebidas",
